genus;short;species;autorite;country;tdwg_level;latitude;longitude
Andes;vicinus;Andes vicinus;Van Stalle, 1983;;;;
Andes;villiersi;Andes villiersi;Synave, 1967;;;;
Andes;vitiensis;Andes vitiensis;(Kirkaldy, 1907);Fiji;4.0;-17.46392685;160.7916367
Anila;fuliginosa;Anila fuliginosa;Distant, 1906;Myanmar (ex Burma);4.0;21.14042438;96.50882912
Anila;versicolor;Anila versicolor;Distant, 1911;India;3.0;;
Ankistrus;basalis;Ankistrus basalis;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Ankistrus;choui;Ankistrus choui;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Ankistrus;guttatus;Ankistrus guttatus;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Ankistrus;montanus;Ankistrus montanus;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Ankistrus;pini;Ankistrus pini;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Ankistrus;taoi;Ankistrus taoi;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Ankistrus;varius;Ankistrus varius;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Anoculiarus;ornatus;Anoculiarus ornatus;Dlabola, 1985;Iran;4.0;32.56479713;54.30142285
Antillixius;greyi;Antillixius greyi;Myers, 1928;Cuba;4.0;21.62012559;-79.03522543
Apartus;michalki;Apartus michalki;(Wagner, 1948);Austria;4.0;47.59295853;14.13999212
Apartus;michalki;Apartus michalki;(Wagner, 1948);Italy;4.0;43.52546164;12.15502009
Apartus;michalki;Apartus michalki;(Wagner, 1948);Slovenia;4.0;46.12355026;14.82707444
Apartus;wagnerianus;Apartus wagnerianus;(Nast, 1965);Bosnia-Herzegovina;4.0;44.16869422;17.78595047
Asotocixius;diopter;Asotocixius diopter;Kramer, 1983;United States of America (Arizona);4.0;34.29669616;-111.6575963
Asotocixius;diopter;Asotocixius diopter;Kramer, 1983;United States of America (California);4.0;37.23999046;-119.5874549
Asotocixius;diopter;Asotocixius diopter;Kramer, 1983;United States of America (Nevada);4.0;39.35827474;-116.6521158
Aulocorypha;punctulata;Aulocorypha punctulata;Berg, 1879;Chile (Maule);4.0;-35.62015061;-71.44928597
Aulocorypha;punctulata;Aulocorypha punctulata;Berg, 1879;Argentina Northeast (Buenos Aires);4.0;-36.67974516;-60.55879053
Australoma;austrina;Australoma austrina;Kirkaldy, 1907;Indonesia (Maluku);4.0;-1.42061876;127.9904995
Australoma;austrina;Australoma austrina;Kirkaldy, 1907;Australia (Queensland);4.0;-22.57378083;144.5481729
Australoma;baumanensis;Australoma baumanensis;Muir, 1921;;;;
Australoma;bicolor;Australoma bicolor;Muir, 1913;;;;
Australoma;brunnia;Australoma brunnia;Muir, 1922;India (Assam);4.0;26.3430472;92.8312049
Australoma;fusconervata;Australoma fusconervata;Muir, 1913;Indonesia;4.0;;
Australoma;grandis;Australoma grandis;Muir, 1913;Indonesia;4.0;;
Australoma;pallida;Australoma pallida;Muir, 1913;Indonesia;4.0;;
Australoma;pallidula;Australoma pallidula;Muir, 1913;Indonesia;4.0;;
Australoma;praetextata;Australoma praetextata;Jacobi, 1928;Australia;2.0;;
Australoma;praetextata;Australoma praetextata;Jacobi, 1928;Australia (Queensland);4.0;-22.57378083;144.5481729
Australoma;wilkesi;Australoma wilkesi;Muir, 1921;Samoa;4.0;-13.7583492;-172.1594545
Bajauana;acuminata;Bajauana acuminata;LÃ¶cker, 2010;Australia (Queensland);4.0;-22.57378083;144.5481729
Bajauana;angusticeps;Bajauana angusticeps;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;austrina;Bajauana austrina;(Kirkaldy, 1907);Indonesia (Maluku);4.0;-1.42061876;127.9904995
Bajauana;austrina;Bajauana austrina;(Kirkaldy, 1907);Australia (Queensland);4.0;-22.57378083;144.5481729
Bajauana;baumanensis;Bajauana baumanensis;(Muir, 1921);Samoa;4.0;-13.7583492;-172.1594545
Bajauana;bicolor;Bajauana bicolor;(Muir, 1913);Indonesia;4.0;;
Bajauana;brunnia;Bajauana brunnia;(Muir, 1922);India (Assam);4.0;26.3430472;92.8312049
Bajauana;campylops;Bajauana campylops;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;castalia;Bajauana castalia;Fennah, 1980;;;;
Bajauana;chloris;Bajauana chloris;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;combe;Bajauana combe;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;consobrina;Bajauana consobrina;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;declivis;Bajauana declivis;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;declivis;Bajauana declivis;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;demetrius;Bajauana demetrius;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;dichroma;Bajauana dichroma;Emeljanov, 2001;;;;
Bajauana;fulvia;Bajauana fulvia;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;fusconervata;Bajauana fusconervata;(Muir, 1913);Indonesia;4.0;;
Bajauana;galanthis;Bajauana galanthis;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;grandis;Bajauana grandis;(Muir, 1913);Indonesia;4.0;;
Bajauana;iridipennis;Bajauana iridipennis;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;lacteipennis;Bajauana lacteipennis;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;latifrons;Bajauana latifrons;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;liriope;Bajauana liriope;(Fennah, 1980);Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;liriope melanuris;Bajauana liriope melanuris;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;longurio;Bajauana longurio;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;lucumo;Bajauana lucumo;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;lutea;Bajauana lutea;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;lysimache;Bajauana lysimache;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;manto;Bajauana manto;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;marginata;Bajauana marginata;(Walker, 1870);;;;
Bajauana;marica;Bajauana marica;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;mermerus;Bajauana mermerus;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;mestra;Bajauana mestra;Fennah, 1980;China (Hunan);4.0;27.61617559;111.702058
Bajauana;mestra;Bajauana mestra;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;mithras;Bajauana mithras;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;mnesarchus;Bajauana mnesarchus;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;nicander;Bajauana nicander;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;nigrifrons;Bajauana nigrifrons;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;nitens;Bajauana nitens;Van Stalle, 1985;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;pallida;Bajauana pallida;(Muir, 1913);Indonesia;4.0;;
Bajauana;pallidula;Bajauana pallidula;(Muir, 1913);Indonesia;4.0;;
Bajauana;pinodes;Bajauana pinodes;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;pitho;Bajauana pitho;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;praetextata;Bajauana praetextata;(Jacobi, 1928);Australia;2.0;;
Bajauana;praetextata;Bajauana praetextata;(Jacobi, 1928);Australia (Queensland);4.0;-22.57378083;144.5481729
Bajauana;rufula;Bajauana rufula;(Walker, 1870);;;;
Bajauana;sabazius;Bajauana sabazius;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;semibrunnea;Bajauana semibrunnea;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;sharuhen;Bajauana sharuhen;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;smaragus;Bajauana smaragus;Fennah, 1980;China (Hainan);4.0;19.20103623;109.7420098
Bajauana;smaragus;Bajauana smaragus;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;sunias;Bajauana sunias;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;theanira;Bajauana theanira;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;timoleon;Bajauana timoleon;Fennah, 1980;Papua New Guinea;4.0;-6.66875068;144.3719717
Bajauana;tithonus;Bajauana tithonus;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;trambelus;Bajauana trambelus;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;varro;Bajauana varro;Fennah, 1980;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Bajauana;wilkesi;Bajauana wilkesi;(Muir, 1921);Samoa;4.0;-13.7583492;-172.1594545
Balticixius;insignis;Balticixius insignisâ€ ;(Germar & Berendt, 1856);;;;
Bangoliarus;truncatus;Bangoliarus truncatus;Shakila, 1984;Bangladesh;4.0;23.83299497;90.27093153
Barma;diversa;Barma diversa;(Distant, 1906);Myanmar (ex Burma);4.0;21.14042438;96.50882912
Barma;diversa;Barma diversa;(Distant, 1906);Indonesia (Sumatra);4.0;-0.47759522;101.6400768
Barma;maculata;Barma maculata;Matsumura, 1914;Taiwan;4.0;23.74833247;120.9594018
Barma;maculata;Barma maculata;Matsumura, 1914;Nansei-shoto (Ryukyu Islands);4.0;25.77340565;126.6998898
Barma;maculata;Barma maculata;Matsumura, 1914;China (Hainan);4.0;19.20103623;109.7420098
Barma;maculata;Barma maculata;Matsumura, 1914;China (Fujian);4.0;26.0753818;117.9675578
Bathymeria;helmsi;Bathymeria helmsi;Muir, 1922;Australia (New South Wales);4.0;-32.17021086;147.0127743
Benna;bimacula;Benna bimacula;(Melichar, 1914);Philippines (Luzon);4.0;11.74740395;122.873632
Benna;bimacula;Benna bimacula;(Melichar, 1914);Philippines (Mindanao);4.0;11.74740395;122.873632
Benna;buruana;Benna buruana;(Schmidt, 1926);Indonesia;4.0;;
Benna;buruana;Benna buruana;(Schmidt, 1926);Indonesia (Maluku);4.0;-1.42061876;127.9904995
Benna;canescens;Benna canescens;Walker, 1857;Indonesia;4.0;;
Benna;canescens;Benna canescens;Walker, 1857;Malaysia (Sarawak);4.0;2.59296814;113.3037472
Benna;capitulata;Benna capitulata;Walker, 1857;Indonesia (Sumatra);4.0;-0.47759522;101.6400768
Benna;capitulata;Benna capitulata;Walker, 1857;Malaysia (peninsula);4.0;4.0395303;102.1715693
Benna;capitulata;Benna capitulata;Walker, 1857;Singapore;4.0;1.35118038;103.8076536
Benna;capitulata;Benna capitulata;Walker, 1857;Indonesia (Jawa);4.0;-7.28863437;110.0767031
Benna;clarescens;Benna clarescens;(Walker, 1857);Singapore;4.0;1.35118038;103.8076536
Benna;clarescens;Benna clarescens;(Walker, 1857);Brunei;4.0;4.52147838;114.7613209
Benna;clarescens;Benna clarescens;(Walker, 1857);Indonesia (Sumatra);4.0;-0.47759522;101.6400768
Benna;clarescens;Benna clarescens;(Walker, 1857);Malaysia (Sarawak);4.0;2.59296814;113.3037472
Benna;clarescens;Benna clarescens;(Walker, 1857);Singapore;4.0;1.35118038;103.8076536
Benna;clarescens;Benna clarescens;(Walker, 1857);Brunei;4.0;4.52147838;114.7613209
Benna;clarescens;Benna clarescens;(Walker, 1857);Indonesia (Sumatra);4.0;-0.47759522;101.6400768
Benna;clarescens;Benna clarescens;(Walker, 1857);Malaysia (Sarawak);4.0;2.59296814;113.3037472
Benna;clarescens;Benna clarescens;Walker, 1857;Singapore;4.0;1.35118038;103.8076536
Benna;clarescens;Benna clarescens;Walker, 1857;Brunei;4.0;4.52147838;114.7613209
Benna;clarescens;Benna clarescens;Walker, 1857;Indonesia (Sumatra);4.0;-0.47759522;101.6400768
Benna;clarescens;Benna clarescens;Walker, 1857;Malaysia (Sarawak);4.0;2.59296814;113.3037472
Benna;clarescens;Benna clarescens;Walker, 1857;Singapore;4.0;1.35118038;103.8076536
Benna;clarescens;Benna clarescens;Walker, 1857;Brunei;4.0;4.52147838;114.7613209
Benna;clarescens;Benna clarescens;Walker, 1857;Indonesia (Sumatra);4.0;-0.47759522;101.6400768
Benna;clarescens;Benna clarescens;Walker, 1857;Malaysia (Sarawak);4.0;2.59296814;113.3037472
Benna;consul;Benna consul;(Fennah, 1956);Palau;4.0;7.3881454;134.4839158
Benna;consul;Benna consul;(Fennah, 1956);Caroline Islands;3.0;;
Benna;cyclopina;Benna cyclopina;(Nast, 1950);Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Benna;ditiasa;Benna ditiasa;Distant, 1907;Indonesia (Maluku);4.0;-1.42061876;127.9904995
Benna;ditiasa;Benna ditiasa;Distant, 1907;Papua New Guinea;4.0;-6.66875068;144.3719717
Benna;ditiasa;Benna ditiasa;Distant, 1907;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Benna;ditiasa;Benna ditiasa;Distant, 1907;Indonesia (Maluku);4.0;-1.42061876;127.9904995
Benna;ditiasa;Benna ditiasa;Distant, 1907;Indonesia (Maluku: Ambon);4.0;-1.42061876;127.9904995
Benna;ditiasa;Benna ditiasa;(Nast, 1950);Indonesia (Maluku);4.0;-1.42061876;127.9904995
Benna;ditiasa;Benna ditiasa;(Nast, 1950);Papua New Guinea;4.0;-6.66875068;144.3719717
Benna;ditiasa;Benna ditiasa;(Nast, 1950);Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Benna;ditiasa;Benna ditiasa;(Nast, 1950);Indonesia (Maluku);4.0;-1.42061876;127.9904995
Benna;ditiasa;Benna ditiasa;(Nast, 1950);Indonesia (Maluku: Ambon);4.0;-1.42061876;127.9904995
Benna;fennahi;Benna fennahi;(Nast, 1950);Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Benna;formosana;Benna formosana;(Nast, 1950);Taiwan;4.0;23.74833247;120.9594018
Benna;fuscomaculata;Benna fuscomaculata;Lallemand & Synave, 1953;Indonesia (Sumba);4.0;-8.34855567;122.8734927
Benna;gorgyra;Benna gorgyra;Fennah, 1970;Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Benna;guttata;Benna guttata;(Walker, 1870);Indonesia (Maluku);4.0;-1.42061876;127.9904995
Benna;guttata;Benna guttata;(Walker, 1870);Papua New Guinea;4.0;-6.66875068;144.3719717
Benna;guttata;Benna guttata;(Walker, 1870);Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Benna;marmorata;Benna marmorata;(Nast, 1950);Malaysia (Sarawak);4.0;2.59296814;113.3037472
Benna;miranda;Benna miranda;Hoch, 2013;Brunei;4.0;4.52147838;114.7613209
Benna;nasti;Benna nasti;Emeljanov, 1989;Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Benna;olivacea;Benna olivacea;Matsumura, 1900;Japan (Ogasawara-Shoto or Bonin islands);4.0;27.00808255;142.1178032
Benna;pahanga;Benna pahanga;Hoch, 2013;Malaysia;4.0;;
Benna;praestans;Benna praestans;(Walker, 1857);Malaysia (Sarawak);4.0;2.59296814;113.3037472
Benna;praestans;Benna praestans;(Walker, 1857);Brunei;4.0;4.52147838;114.7613209
Benna;praetor;Benna praetor;(Fennah, 1956);Federated States of Micronesia;4.0;7.09583265;154.8281847
Benna;praetor;Benna praetor;(Fennah, 1956);Caroline Islands;3.0;;
Benna;rhyparoptera;Benna rhyparoptera;StÃ¥l, 1870;Philippines;4.0;11.74740395;122.873632
Benna;sinuata;Benna sinuata;Melichar, 1914;Philippines (Luzon);4.0;11.74740395;122.873632
Benna;venosa;Benna venosa;(Van Duzee, 1940);Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Benna;wareea;Benna wareea;Hoch, 2013;Thailand;4.0;15.11989714;101.0149076
Bennarella;bicoloripennis;Bennarella bicoloripennis;Muir, 1930;Brazil North (Amazonas);4.0;-4.18918209;-64.71902655
Bennarella;bicoloripennis;Bennarella bicoloripennis;Muir, 1930;Guyana;4.0;4.7923797;-58.97416751
Bennarella;fusca;Bennarella fusca;Muir, 1930;Brazil North (ParÃƒÂ¡);4.0;-4.035679;-53.12350521
Bennarella;fusca;Bennarella fusca;Muir, 1930;Brazil North (Amazonas);4.0;-4.18918209;-64.71902655
Betacixius;bispinus;Betacixius bispinus;Zhang & Chen, 2011;China (Yunnan);4.0;24.97668132;101.486931
Betacixius;bispinus;Betacixius bispinus;Zhang & Chen, 2011;China (Sichuan);4.0;30.5883367;102.739738
Betacixius;bispinus;Betacixius bispinus;Zhang & Chen, 2011;China (Guangxi);4.0;23.83116833;108.7855299
Betacixius;bispinus;Betacixius bispinus;Zhang & Chen, 2011;China South-Central (Guizhou);4.0;26.80880303;106.8705846
Betacixius;bispinus;Betacixius bispinus;Zhang & Chen, 2011;China (Xinjiang);4.0;41.12316666;85.25096208
Betacixius;brunneus;Betacixius brunneus;Matsumura, 1914;Taiwan;4.0;23.74833247;120.9594018
Betacixius;brunneus;Betacixius brunneus;Matsumura, 1914;Nansei-shoto (Ryukyu Islands);4.0;25.77340565;126.6998898
Betacixius;brunneus;Betacixius brunneus;Matsumura, 1914;Japan;3.0;;
Betacixius;brunneus;Betacixius brunneus;Matsumura, 1914;China (Fujian);4.0;26.0753818;117.9675578
Betacixius;brunneus;Betacixius brunneus;Matsumura, 1914;China (Zhejiang);4.0;29.16724629;120.060059
Betacixius;clypealis;Betacixius clypealis;Matsumura, 1914;Taiwan;4.0;23.74833247;120.9594018
Betacixius;clypealis;Betacixius clypealis;Matsumura, 1914;China (Zhejiang);4.0;29.16724629;120.060059
Betacixius;delicatus;Betacixius delicatus;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Betacixius;delicatus;Betacixius delicatus;Tsaur & Hsu, 1991;China (Shaanxi);4.0;35.15820129;108.8611469
Betacixius;delicatus;Betacixius delicatus;Tsaur & Hsu, 1991;China (Zhejiang);4.0;29.16724629;120.060059
Betacixius;delicatus;Betacixius delicatus;Tsaur & Hsu, 1991;China (Yunnan);4.0;24.97668132;101.486931
Betacixius;euterpe;Betacixius euterpe;Fennah, 1956;China (Guangdong);4.0;23.34847412;113.4101728
Betacixius;flagellihamus;Betacixius flagellihamus;Zhang & Chen, 2011;China South-Central (Guizhou);4.0;26.80880303;106.8705846
Betacixius;flavovittatus;Betacixius flavovittatus;Hori, 1982;Taiwan;4.0;23.74833247;120.9594018
Betacixius;flavovittatus;Betacixius flavovittatus;Hori, 1982;China (Zhejiang);4.0;29.16724629;120.060059
Betacixius;fuscus;Betacixius fuscus;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Betacixius;fuscus;Betacixius fuscus;Tsaur & Hsu, 1991;China (Fujian);4.0;26.0753818;117.9675578
Betacixius;herbaceus;Betacixius herbaceus;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Betacixius;herbaceus;Betacixius herbaceus;Tsaur & Hsu, 1991;China (Yunnan);4.0;24.97668132;101.486931
Betacixius;kumejimae;Betacixius kumejimae;Matsumura, 1914;Nansei-shoto (Ryukyu Islands);4.0;25.77340565;126.6998898
Betacixius;kumejimae;Betacixius kumejimae;Matsumura, 1914;Japan (Kyushu);4.0;32.47955749;130.7202546
Betacixius;maculosus;Betacixius maculosus;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Betacixius;maculosus;Betacixius maculosus;Tsaur & Hsu, 1991;China (Fujian);4.0;26.0753818;117.9675578
Betacixius;maculosus;Betacixius maculosus;Tsaur & Hsu, 1991;China (Sichuan);4.0;30.5883367;102.739738
Betacixius;michioi;Betacixius michioi;Hori, 1982;China (Yunnan);4.0;24.97668132;101.486931
Betacixius;michioi;Betacixius michioi;Hori, 1982;Taiwan;4.0;23.74833247;120.9594018
Betacixius;nelides;Betacixius nelides;Fennah, 1956;China (Zhejiang);4.0;29.16724629;120.060059
Betacixius;nelides;Betacixius nelides;Fennah, 1956;China (Guangdong);4.0;23.34847412;113.4101728
Betacixius;nigromarginalis;Betacixius nigromarginalis;Fennah, 1956;China (Sichuan);4.0;30.5883367;102.739738
Betacixius;nigromarginalis;Betacixius nigromarginalis;Fennah, 1956;China (Hubei);4.0;30.97345725;112.2608687
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Zhejiang);4.0;29.16724629;120.060059
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;Japan (Honshu);4.0;36.63295744;137.9515335
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;Japan (Kyushu);4.0;32.47955749;130.7202546
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;Japan (Shikoku);4.0;33.6556519;133.4672626
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Fujian);4.0;26.0753818;117.9675578
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China South-Central (Guizhou);4.0;26.80880303;106.8705846
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Guangxi);4.0;23.83116833;108.7855299
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Guangdong);4.0;23.34847412;113.4101728
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Hainan);4.0;19.20103623;109.7420098
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Hunan);4.0;27.61617559;111.702058
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Sichuan);4.0;30.5883367;102.739738
Betacixius;obliquus;Betacixius obliquus;Matsumura, 1914;China (Yunnan);4.0;24.97668132;101.486931
Betacixius;ocellatus;Betacixius ocellatus;Matsumura, 1914;Taiwan;4.0;23.74833247;120.9594018
Betacixius;ocellatus;Betacixius ocellatus;Matsumura, 1914;Japan;3.0;;
Betacixius;ocellatus;Betacixius ocellatus;Matsumura, 1914;China (Fujian);4.0;26.0753818;117.9675578
Betacixius;ocellatus;Betacixius ocellatus;Matsumura, 1914;China (Yunnan);4.0;24.97668132;101.486931
Betacixius;pallidior;Betacixius pallidior;Jacobi, 1944;China (Fujian);4.0;26.0753818;117.9675578
Betacixius;pallidior;Betacixius pallidior;Jacobi, 1944;Vietnam;4.0;16.65164518;106.3040302
Betacixius;rinkihonis;Betacixius rinkihonis;Matsumura, 1914;Taiwan;4.0;23.74833247;120.9594018
Betacixius;rinkihonis;Betacixius rinkihonis;Matsumura, 1914;Japan;3.0;;
Betacixius;rinkihonis;Betacixius rinkihonis;Matsumura, 1914;China (Guangdong);4.0;23.34847412;113.4101728
Betacixius;robustus;Betacixius robustus;Jacobi, 1944;China (Fujian);4.0;26.0753818;117.9675578
Betacixius;shirozui;Betacixius shirozui;Hori, 1982;Taiwan;4.0;23.74833247;120.9594018
Betacixius;shirozui;Betacixius shirozui;Hori, 1982;China (Yunnan);4.0;24.97668132;101.486931
